ProbeName 	SystematicName 	Ctnnb1..EKUTA.1. 	Ctnnb1..EKUTA.2. 	Ras..EKUTA.3. 	Ctnnb1..EKUTA.4. 	Ctnnb1..EKUTA.5. 	Ctnnb1..EKUTA.6. 	Ctnnb1..EKUTA.7. 	Ctnnb1..EKUTA.8. 	Ras..EKUTA.9. 	Ras..EKUTA.10. 	n.l..Ctnnb1..EKUTA.NT.1. 	n.l..Ctnnb1..EKUTA.NT.2. 	n.l..Ras..EKUTA.NT.3. 	n.l..Ctnnb1..EKUTA.NT.4. 	n.l..Ctnnb1..EKUTA.NT.5. 	n.l..Ctnnb1..EKUTA.NT.6. 	n.l..Ctnnb1..EKUTA.NT.8. 	n.l..Ras..EKUTA.NT.9. 	n.l..Ras..EKUTA.NT.10. 	Ctnnb1 	 Ras 	 N.l. (Ctnnb1) 	 N.l. (Ras) 	FC  Ctnnb1 	 FC  Ras 	 FC  Ctnnb1  vs.  Ras 	 FC  N.l. (Ctnnb1)  vs.  N.l. (Ras) 	Ctnnb1  vs.  N.l. (Ctnnb1) 	 Ras  vs.  N.l. (Ras) 	 Ctnnb1  vs.  Ras 	 N.l. (Ctnnb1)  vs.  N.l. (Ras) 	Ctnnb1  vs.  N.l. (Ctnnb1)  ADJ 	 Ras  vs.  N.l. (Ras)  ADJ 	 Ctnnb1  vs.  Ras  ADJ 	 N.l. (Ctnnb1)  vs.  N.l. (Ras)  ADJ 
A_54_P3201 	 mmu-miR-872 	2.84479	2.637448	3.728859	2.60868	2.158088	2.762546	3.400983	2.88169	2.732734	2.291864	2.880122	1.9434	2.883359	2.675704	3.050168	2.853416	2.855351	3.057038	2.856967	2.756318	2.917819	2.709694	2.932455	0.04662442	-0.0146353	-0.1615015	-0.2227612	0.8314918	0.9758044	0.7470783	0.2422541	0.9570988	0.9925178	0.9676963	0.8349116
A_54_P2781 	 mmu-miR-471 	1.699366	1.307187	1.157898	0.75135	2.530427	2.401865	1.334551	1.030763	1.914871	2.377705	1.930274	0.8408664	2.475423	0.7503605	1.696309	1.502667	2.128632	1.298721	2.186301	1.579358	1.816825	1.474852	1.986815	0.1045068	-0.1699903	-0.2374662	-0.5119633	0.7669952	0.7517927	0.6144815	0.2961206	0.9465153	0.9608407	0.9676963	0.8564537
A_54_P1035 	 mmu-miR-126-5p 	5.543665	4.63676	5.473868	4.524762	4.562689	2.90949	4.983798	4.235502	4.404075	3.351341	4.808183	4.487541	4.636639	4.409901	4.102851	5.172687	4.992356	4.792905	3.99049	4.485238	4.409761	4.662253	4.473345	-0.1770152	-0.06358355	0.07547687	0.1889085	0.622376	9.30E-01	0.9191001	0.5577998	0.8962568	0.9761747	0.9881396	0.9067773
A_54_P2321 	 mmu-miR-149 	3.203201	0	1.565597	0	0	0	0	1.778209	2.887525	0	1.469886	0.5558162	0	0	0	0	3.963474	2.046142	4.426265	0.71163	1.484374	0.998196	2.157469	-0.2865661	-0.6730947	-0.7727442	-1.159273	0.7282047	0.6856361	0.474878	0.475884	0.9191755	0.9605641	0.9612424	0.891705
A_54_P1010 	 mmu-miR-27b 	5.280284	5.247922	5.133301	5.114838	4.634343	5.204266	5.098831	4.811794	4.5695	4.178295	5.320317	4.054285	4.779819	4.304627	3.777701	4.587601	4.747909	4.996313	5.149723	5.05604	4.627032	4.465406	4.975285	0.5906334	-0.348253	0.4290077	-0.5098786	0.04585293	3.38E-01	0.2571268	0.08030805	0.4503147	0.928386	0.8707645	0.5129428
A_54_P1221 	 mmu-miR-294 	1.011623	2.324987	2.865398	1.749487	1.823775	2.210075	2.407084	1.755387	2.30632	0.886881	1.329579	2.307779	0.8372183	1.63378	2.384239	1.768514	1.412441	1.138753	2.71603	1.897488	2.019533	1.806055	1.564	0.0914329	0.4555327	-0.1220449	0.2420549	0.7286728	0.6116296	0.8585688	0.7242418	0.9191755	0.9445158	0.9829443	0.9510076
A_54_P3380 	 mmu-miR-302a* 	0.4854268	0.2509616	1.286881	0	0	2.62293	2.669027	0	0	0	1.761285	0.8718436	0	0	0	0	3.432959	0.6507646	4.529821	0.8611922	0.4289604	1.011015	1.726862	-0.1498225	-1.297901	0.4322318	-0.7158471	0.8415958	0.4597893	0.5184572	0.6739837	0.961554	0.928386	0.9639152	0.949369
A_54_P2493 	 mmu-miR-29c 	9.59215	8.844371	9.40423	9.731578	8.90403	9.041817	9.122414	8.8226	8.932163	8.459947	9.37019	8.600026	8.971861	8.720694	8.48237	9.161234	8.841785	8.734114	8.695239	9.15128	8.932113	8.862717	8.800405	0.2885635	0.1317087	0.2191667	0.06231188	0.1700806	0.68357	0.5238184	0.7149658	0.5635289	0.9605641	0.9639152	0.9510076
A_54_P1979 	 mmu-miR-689 	4.81044	5.542311	5.005135	5.493191	4.426958	4.808721	5.758689	6.020205	3.153525	4.792155	4.592944	4.859098	5.073418	4.365961	5.032613	4.762331	4.879861	5.015279	5.907152	5.265788	4.316939	4.748801	5.33195	0.5169867	-1.015011	0.9488495	-0.5831486	0.06423966	0.2199672	0.2400575	0.1704739	0.4760788	0.928386	0.8579834	0.7563555
A_54_P2912 	 mmu-miR-423-5p 	3.952749	3.590632	4.328904	2.59215	2.198972	2.992673	4.424916	4.447405	2.560889	2.986283	3.676666	1.983599	2.512601	2.106894	1.322383	3.123507	2.372753	2.800509	3.680835	3.457071	3.292025	2.430967	2.997982	1.026104	0.294043	0.1650464	-0.5670146	0.0566775	0.6724214	0.8071327	0.2961019	0.4627355	0.9605641	0.9741047	0.8564537
A_54_P3502 	 mmu-miR-17* 	0.7729842	0.2478476	2.61094	0.755481	1.859307	0.7478476	2.455448	2.041692	1.286445	0.4754954	2.626541	0.6638437	0.08816139	0.7754503	0	1.272984	3.257124	0.7991111	3.307679	1.268658	1.457627	1.432657	1.398317	-0.1639991	0.05930984	-0.1889688	0.03434013	0.791488	0.962019	0.803596	0.9770177	0.9487774	0.9865375	0.9739028	0.9928875
A_54_P2929 	 mmu-miR-297b-5p 	0.5351947	0.6434406	2.114005	1.053844	0	0.3114652	2.279167	2.272459	2.388041	0	0.1493292	1.574874	0	0.5317515	1.57933	1.944888	0.5817494	1.523944	2.383827	1.013653	1.500682	1.06032	1.30259	-0.04666723	0.1980919	-0.4870293	-0.2422701	0.9205972	0.8565263	0.6002481	0.7718655	0.9857157	0.9712062	0.9676963	0.9573418
A_54_P3105 	 mmu-miR-466c-5p 	3.079429	2.090742	3.36134	2.389791	3.017733	4.186434	4.483204	4.080483	3.602988	3.047551	2.644594	2.677333	3.004103	1.846058	2.515224	2.594097	2.744347	3.294896	3.751748	3.332545	3.337293	2.503609	3.350249	0.8289364	-0.01295571	-0.004747679	-0.8466398	0.06048741	0.9642905	0.9905233	0.03447135	0.4652592	0.9873107	0.9956823	0.3411779
A_54_P2590 	 mmu-miR-135b 	1.367638	1.58895	1.738115	1.737211	1.738622	1.272392	1.810208	1.959203	1.811796	0.9845577	2.194945	1.283991	1.325584	1.697591	2.22812	1.858806	1.950896	1.935577	2.678071	1.639175	1.511489	1.869058	1.979744	-0.2298831	-0.4682546	0.1276854	-0.1106861	0.21126	0.3845093	0.685013	0.8103601	0.6165559	0.928386	0.9676963	0.9628045
A_54_P1936 	 mmu-miR-680 	4.297309	5.329116	3.870506	4.652689	4.825109	4.712245	5.104435	4.74887	3.370753	1.327888	5.470604	3.234403	3.80559	4.002882	3.122012	2.33457	3.351862	4.032911	4.126889	4.809968	2.856383	3.586056	3.988463	1.223912	-1.132081	1.953585	-0.4024075	0.03652603	0.2819491	0.1251408	0.4046207	0.4042427	0.928386	0.6851683	0.8770813
A_54_P2867 	 mmu-miR-671-5p 	2.130867	2.733428	2.549462	1.484067	0	3.959905	3.04029	3.783201	0.5292497	1.235989	0.928168	2.13627	1.496043	1.150683	2.282021	2.994352	1.476855	2.596749	3.778997	2.447394	1.438233	1.828058	2.62393	0.6193358	-1.185696	1.009161	-0.7958715	0.3371526	0.2525364	0.2549415	0.3570997	0.7131009	0.928386	0.8707645	0.8744774
A_54_P4381 	 mmu-miR-15a 	9.23218	8.543383	8.757127	8.962484	8.451896	8.55075	9.08631	8.810647	8.121904	8.0189	9.061399	8.237147	8.345564	8.183024	8.044095	8.6762	8.27155	8.344614	8.01071	8.805379	8.29931	8.412236	8.23363	0.3931431	0.06568096	0.5060685	0.1786063	0.07056	0.814951	0.1430203	0.3828718	0.4840295	0.9673888	0.7460248	0.8770813
A_54_P2529 	 mmu-miR-331-3p 	3.916949	3.294029	4.836055	3.306629	2.851164	3.408098	4.341697	3.922004	3.397345	2.551147	3.371488	2.839561	2.351679	2.651309	1.831846	3.412997	2.976519	3.087391	3.498665	3.577224	3.594849	2.847287	2.979245	0.7299376	0.6156044	-0.01762481	-0.131958	0.03709671	0.4709714	0.981738	0.7637066	0.4042427	0.928386	0.9942935	0.9556333
A_54_P4382 	 mmu-miR-15a 	9.4007	8.70827	8.981363	9.046827	8.606045	8.66947	9.229388	8.948822	8.266227	8.123536	9.242296	8.378723	8.521527	8.33679	8.181547	8.851503	8.472897	8.480444	8.168726	8.944217	8.457042	8.577293	8.390232	0.3669244	0.06680957	0.4871754	0.1870606	0.09530115	0.8329892	0.1975835	0.3722525	0.4840295	0.9712062	0.8221174	0.8761552
A_54_P4387 	 mmu-miR-337-3p 	2.608809	1.361768	0.7398481	0	3.972693	0	3.837943	4.70044	2.298658	0	4.649615	1.879706	0	2.669027	2.378512	1.974529	2.946731	0	3.925999	2.354522	1.012835	2.749687	1.308666	-0.3951647	-0.295831	1.341686	1.44102	0.6490564	0.8537322	0.2236751	0.3874941	0.9085656	0.9712062	0.834312	0.8770813
A_54_P2212 	 mghv-miR-M1-2 	3.35431	2.650088	2.506427	2.394502	3.133669	3.119954	2.827055	2.787689	2.87851	2.176295	1.704435	2.103582	1.789665	2.642169	2.242704	2.344004	2.15747	3.03873	2.713498	2.895324	2.520411	2.199061	2.513964	0.6962629	0.006446716	0.3749129	-0.3149033	0.002351012	0.9888412	0.1975492	0.4945999	0.1681022	0.9952873	0.8221174	0.8932426
A_54_P3033 	 mmu-miR-190b 	2.625882	1.839976	2.377698	1.820965	2.691459	2.488351	3.397226	1.591812	2.485832	2.698744	2.060595	2.754747	1.913031	2.334496	1.857368	2.168922	2.616772	2.544186	2.513738	2.35081	2.520758	2.298817	2.323652	0.05199326	0.1971063	-0.1699478	-0.0248348	0.8553356	0.4514937	0.529968	0.9251577	0.9640299	0.928386	0.9639152	0.9756364
A_54_P2230 	 mghv-miR-M1-6 	0.9482761	1.323958	2.349559	0.9816927	1.888748	1.943028	2.237621	0.445092	1.697657	2.980516	3.130912	0.6290572	1.943459	2.618931	2.511158	1.084855	1.1552	2.252197	2.679342	1.395488	2.342578	1.855019	2.291666	-0.4595308	0.05091153	-0.9470896	-0.4366472	0.3696994	0.9122792	0.1019246	0.3835475	0.7338608	0.9761747	0.634563	0.8770813
A_54_P2390 	 mmu-miR-201 	1.976435	1.332462	1.34018	1.874856	1.017934	2.364065	0.5193803	1.607096	1.965972	1.403423	2.286582	0.7493891	1.123692	1.613387	1.412142	1.860241	1.061928	1.613385	1.052757	1.527461	1.569858	1.497278	1.263278	0.03018311	0.30658	-0.04239708	0.2339999	0.9280036	0.3137475	0.8946552	0.4415389	0.986231	0.928386	0.9829443	0.8899948
A_54_P3245 	 mmu-miR-467e 	2.787534	1.748041	3.628599	1.894183	2.097942	3.675555	4.036584	3.417721	2.956061	2.786972	3.180476	2.324226	2.141828	1.569736	3.050458	2.372057	3.807212	3.334707	3.028653	2.808223	3.123877	2.717361	2.835063	0.09086206	0.2888144	-0.3156544	-0.117702	0.8515251	0.5512307	0.4878561	0.8160974	0.9639826	0.9375173	0.9622266	0.9628045
A_54_P1247 	 mmu-miR-34c 	0.6176622	2.01244	1.765759	1.033706	1.633079	2.544744	2.17247	0.6781335	1.744478	2.105942	2.310184	2.184793	1.35192	1.731606	2.073712	0.6504165	2.292749	1.732212	2.050835	1.527462	1.872059	1.87391	1.711656	-0.3464482	0.1604038	-0.3445974	0.1622545	0.3908315	0.5385119	0.3021985	0.6374173	0.7468379	0.9359746	0.9007615	0.9234758
A_54_P3266 	 mmu-miR-29b* 	1.635926	2.460464	1.986219	1.060897	1.79469	2.803444	1.240188	1.599799	0.7594472	2.735084	0.6992036	1.486507	1.61732	2.363074	1.774759	1.908433	3.915941	3.107521	1.403607	1.799344	1.826917	2.024653	2.042816	-0.225309	-0.2158989	-0.02757256	-0.01816245	0.6646854	0.7973927	0.967748	0.9801727	0.9085656	0.9673888	0.9942935	0.9928875
A_54_P3104 	 mmu-miR-466c-5p 	1.879282	1.507166	2.568691	1.4688	1.484783	3.837163	4.084378	3.694127	2.958991	2.723196	2.252874	1.938761	1.728287	1.981276	2.243404	2.928464	2.590894	2.979881	2.524752	2.5651	2.750292	2.322612	2.410973	0.2424874	0.3393194	-0.1851928	-0.08836078	0.6365124	0.455862	0.7119906	0.8393956	0.9066192	0.928386	0.9676963	0.9646805
A_54_P2262 	 mmu-miR-99a 	7.75121	6.809507	7.992157	7.265773	6.516242	7.16681	6.953736	6.601942	7.250845	6.719208	7.065268	6.282432	7.130724	6.284697	6.460757	7.23598	6.994412	7.204711	7.26482	7.009317	7.320737	6.720591	7.200085	0.288726	0.1206514	-0.3114195	-0.4794941	0.249914	0.7753935	0.4994069	0.03954649	0.6447979	0.9608407	0.9622266	0.3610388
A_54_P1518 	 mmu-miR-376a 	4.949535	5.129283	3.095924	6.83289	5.9331	6.004501	4.83289	5.880196	0	0.2986583	7	4.776104	0	5.426265	4.689299	0	5.321928	1.38405	4.491853	5.651771	1.131528	4.535599	1.958634	1.116171	-0.8271067	4.520243	2.576965	0.3110602	0.6453811	0.03633078	0.1883953	0.6873266	0.9605641	0.4064835	0.782014
A_54_P2614 	 mmu-miR-200c 	0.08174937	0	1.488869	0	2.230764	0.8742306	0.8253823	0.4743004	1.392252	0	2.195499	1.555516	1.488182	0	1.689256	1.345387	2.330533	2.352359	3.685954	0.6409181	0.9603736	1.519365	2.508831	-0.878447	-1.548458	-0.3194555	-0.9894663	0.08037306	0.1304465	0.6056641	0.2601815	0.4840295	0.928386	0.9676963	0.8457684
A_54_P2663 	 mmu-miR-7b 	2.453234	2.018539	2.952937	3.002157	2.091793	2.114181	2.636107	2.398931	2.280489	2.476894	2.246563	1.160393	1.400991	2.497929	1.850069	2.538189	2.115504	1.825449	2.080592	2.387849	2.570107	2.068108	1.769011	0.3197411	0.801096	-0.1822578	0.2990972	0.2301858	0.04650801	0.4905538	0.339378	0.6390656	0.928386	0.9622266	0.8593167
A_54_P1170 	 mmu-miR-203 	3.242858	1.023524	3.488089	1.176169	1.063395	1.361259	1.934048	2.075222	3.03959	3.078883	1.933248	2.158639	3.269282	1.679202	0.9535535	2.430026	1.861746	3.26785	2.780673	1.696639	3.202187	1.836069	3.105935	-0.1394297	0.09625232	-1.505548	-1.269866	0.7105533	0.6803985	0.002107989	0.00213599	0.9190644	0.9605641	0.05249571	0.1050283
A_54_P1914 	 mmu-miR-677 	1.274772	1.205863	2.02028	0.8217226	0.6730265	2.008016	2.54697	1.383124	1.355421	2.082535	1.700826	0.3647499	0.8539862	1.156392	1.076706	2.264799	1.138195	2.151469	1.259384	1.416213	1.819412	1.283611	1.421613	0.1326021	0.397799	-0.4031989	-0.1380019	0.7207878	0.4348716	0.2786726	0.7812257	0.9191755	0.928386	0.8755106	0.9603873
A_54_P1320 	 mmu-miR-27a 	6.761942	6.88685	8.753756	7.358983	6.01234	6.863813	6.347934	7.524277	7.833407	6.983442	7.042993	6.030768	5.989164	6.357989	5.734408	6.091569	6.443884	6.543081	6.220464	6.822306	7.856869	6.283602	6.250903	0.5387037	1.605965	-1.034563	0.03269862	0.07234762	0.07685742	0.1684625	0.8975098	0.4840295	0.928386	0.7779284	0.9721649
A_54_P3591 	 mmu-miR-483* 	1.995056	2.436713	1.813349	1.813719	2.313991	1.965372	2.29359	1.419457	2.423508	2.57112	1.808276	2.483463	2.53765	2.416932	1.727629	1.937683	1.876793	1.899496	1.576709	2.033985	2.269326	2.041796	2.004618	-0.007810713	0.2647074	-0.2353404	0.03717769	0.9675436	0.5103075	0.4362973	0.91284	0.986789	0.9317511	0.955219	0.9756364
A_54_P3396 	 mmu-miR-30c-1* 	3.107872	2.10007	2.137448	2.136925	2.295805	2.319004	2.945467	2.018055	1.612112	2.026651	2.30617	1.708063	2.283291	1.338641	2.201326	2.557005	2.726945	1.042391	3.218854	2.4176	1.925404	2.139692	2.181512	0.2779082	-0.2561084	0.4921961	-0.04182057	0.3272305	0.7278584	0.07374534	0.9546307	0.7027587	0.9605641	0.569314	0.9841027
A_54_P1332 	 mmu-miR-96 	3.963887	5.078024	6.850064	4.330168	5.866687	5.590019	3.237718	5.089526	6.433927	5.191451	4.482388	4.994166	3.387561	4.579485	4.335992	3.486054	4.035938	3.584375	2.966665	4.736575	6.158481	4.319004	3.312867	0.4175715	2.845613	-1.421905	1.006137	0.3351655	0.01942684	0.07781498	0.01006544	0.7111577	0.928386	0.5819141	0.1942629
A_54_P3342 	 mmu-miR-191* 	1.46773	2.411875	1.788745	0.9854268	2.662506	1.792481	0.1434406	0	0.5488054	1.014285	0.700269	0	1.501549	1.651072	0.6752486	1.723128	2.327676	0.8502199	0.8272636	1.351923	1.117278	1.179566	1.059678	0.1723572	0.05760064	0.2346446	0.119888	0.7497932	0.8997441	0.6744625	0.7812477	0.9378424	0.9761747	0.9676963	0.9603873
A_54_P1144 	 mmu-miR-24 	9.240139	8.793746	10.18741	9.132747	8.250949	8.797666	8.858954	9.207048	9.269194	8.675651	9.04482	8.446195	8.49553	8.292219	8.219968	8.77885	8.605957	8.686453	8.06379	8.897321	9.377418	8.564668	8.415258	0.3326532	0.9621601	-0.4800966	0.1494104	0.094619	0.1477105	0.390382	0.5409692	0.4840295	0.928386	0.955219	0.8997099
A_54_P2765 	 mmu-miR-466a-5p 	0.6207121	0.7442559	2.505166	0.5998064	1.32852	2.073969	3.046828	0.5619819	0.8487828	1.235664	1.957526	2.522898	1.815733	1.93314	1.934434	1.202906	2.753655	0.9972368	2.474812	1.282296	1.529871	2.05076	1.762594	-0.7684637	-0.2327229	-0.2475747	0.2881661	0.1001584	0.7418308	0.7074657	0.5899873	0.4956556	0.9605641	0.9676963	0.90756
A_54_P1528 	 mmu-miR-379 	6.367131	6.633169	2.959362	8.538779	7.109542	7.250757	5.984604	7.338632	2.242355	1.223656	8.448363	6.052264	2.025956	6.833701	6.119792	4.545234	6.794072	2.247085	2.931198	7.031802	2.141791	6.465571	2.401413	0.5662312	-0.2596221	4.890011	4.064158	0.3779022	0.6802923	0.001709699	0.000256369	0.7423422	0.9605641	0.04399624	0.03094592
hur_6_27 	 hur_6 	11.51833	11.35647	11.41106	11.99042	11.15258	9.98647	11.96866	11.65989	11.62431	9.96797	11.22592	10.41159	10.70663	11.08216	10.3877	10.76151	10.68114	10.55446	12.63649	11.37612	11.00111	10.75833	11.29919	0.617782	-0.2980781	0.375002	-0.5408581	0.06475165	0.744067	0.5639217	0.5063838	0.4760788	0.9605641	0.9676963	0.8932426
A_54_P1307 	 mmu-miR-21 	13.36744	13.57211	14.98404	13.23418	12.64795	12.68211	13.76135	14.12944	14.53055	13.6971	12.89274	12.98224	12.65526	12.61438	12.25535	12.77818	12.66327	12.84759	12.87617	13.34208	14.4039	12.69769	12.79301	0.6443918	1.610892	-1.061816	-0.09531645	0.02146712	4.65E-02	0.08275694	0.4729	0.3382167	0.928386	0.5886255	0.891705
A_54_P2378 	 mmu-miR-199a-5p 	1.474977	1.197203	1.284864	1.58352	0.5964798	1.211253	0.387622	1.184362	1.00593	0.463385	1.553865	1.736302	1.395311	0.5798719	0.4786406	2.001397	1.064602	1.73226	2.390193	1.090774	0.9180597	1.23578	1.839255	-0.1450059	-0.9211948	0.172714	-0.6034748	0.6467056	0.07413118	0.5868959	0.1804446	0.9085656	0.928386	0.9676963	0.7758346
A_54_P1435 	 mmu-miR-28 	5.843378	5.495566	6.008708	5.268566	4.971523	4.771038	5.956433	5.617489	5.235878	4.458792	5.37028	5.011027	5.220799	4.481334	4.575721	5.407948	5.150048	4.895876	5.060214	5.417713	5.234459	4.999393	5.058963	0.4183205	0.1754965	0.183254	-0.05956995	0.09768447	0.7353645	0.7304699	0.7582988	0.4908754	0.9605641	0.9676963	0.9556333
A_54_P4371 	 mmu-miR-142-5p 	4.634958	3.695708	4.27787	3.034692	4.120412	4.408366	5.056151	4.914403	3.251508	4.222466	4.029525	3.402644	3.27463	3.616582	3.558442	4.476884	4.065467	4.273074	3.846134	4.266384	3.917281	3.858257	3.797946	0.4081268	0.1193352	0.3491027	0.0603111	0.2267675	0.8004596	0.4542129	0.8665379	0.6342917	0.9673888	0.955219	0.9721649
A_54_P3375 	 mmu-miR-300* 	1.97277	2.057806	2.696867	2.797029	1.552708	1.934454	2.163782	3.036988	1.985976	2.081289	1.713901	2.294254	1.658902	2.589741	2.333007	1.339542	1.87783	2.093593	1.838987	2.216505	2.254711	2.024712	1.863828	0.191793	0.3908829	-0.03820511	0.1608849	0.4964432	0.2196499	0.9023931	0.5022153	0.8206727	0.928386	0.9829443	0.8932426
A_54_P1342 	 mmu-miR-103 	5.762062	5.035487	6.164796	5.048914	4.568495	4.940885	5.382542	5.704425	5.644954	4.938625	4.967312	4.488796	5.225778	4.482688	4.313902	5.133932	4.65793	5.022597	4.678276	5.206116	5.582792	4.674093	4.97555	0.5320223	0.6072412	-0.376676	-0.3014571	0.02698988	0.2240846	0.4088941	0.2060507	0.3531557	0.928386	0.955219	0.8042156
A_54_P1922 	 mmu-miR-497 	5.074247	3.827226	5.586502	4.571689	3.77876	4.614394	4.431814	3.801408	4.058551	3.943382	4.673459	3.894888	4.432925	4.202378	4.477898	5.058768	4.866184	4.840446	4.606002	4.299934	4.529479	4.528929	4.626458	-0.228995	-0.09697911	-0.2295446	-0.09752862	0.3965923	0.8732755	0.7153396	0.6590816	0.7522586	0.9712062	0.9676963	0.9387657
A_54_P2911 	 mmu-miR-423-5p 	1.5	2.286942	2.943909	3.385282	1.821928	1.120356	2.919388	3.778598	2.0667	0	2.913124	1.010456	1.448988	0	1.197531	2.804626	2.433948	1.801561	3.168097	2.401785	1.670203	1.726614	2.139549	0.6751705	-0.4693459	0.731582	-0.4129344	0.2928198	0.6736641	0.5014475	0.5845073	0.6813585	0.9605641	0.9622266	0.90756
A_54_P2005 	 mmu-miR-146b 	1.911946	0.8367782	8.234773	0.9705532	0.2924813	0	1.977098	1.844918	7.706103	5.867761	2.129124	2.331393	1.595307	0	2.468413	1.221803	1.792481	0	2.790079	1.119111	7.269546	1.657202	1.461795	-0.5380918	5.80775	-6.150435	0.1954071	0.294246	0.006024147	0.005671616	0.8410814	0.6821558	0.928386	0.1122689	0.9646805
A_54_P3097 	 mmu-miR-466b-5p 	2.61139	2.794834	2.422566	1.886454	1.981447	2.173257	3.108114	1.713941	1.813276	2.015209	2.900225	0.7831375	1.687376	1.645567	1.586062	1.585939	1.34969	1.822366	2.349923	2.324205	2.083683	1.64177	1.953221	0.6824352	0.1304619	0.2405219	-0.3114514	0.07867418	0.6547107	0.397892	0.4012152	0.4840295	0.9605641	0.955219	0.8770813
A_54_P4413 	 mmu-miR-582-5p 	1.486253	3.547449	1.072418	3.029359	3.023356	1.290381	0.8546912	3.7203	2.000349	1.006373	3.705964	1.693357	1.194029	0.5320123	0.4952141	0.888318	2.325672	0.6192076	0.6064202	2.421684	1.359713	1.606756	0.8065522	0.8149278	0.5531608	1.061971	0.800204	0.2554805	0.2287874	0.09037412	0.1918608	0.6509273	0.928386	0.6120072	0.782014
A_54_P4393 	 mmu-miR-380-3p 	1.8775	2.249995	1.273895	2.211667	1.730444	1.986753	1.923701	2.09421	1.900448	1.144793	2.499502	1.857643	1.631736	1.851456	1.012619	2.304662	1.96592	1.417323	1.957779	2.01061	1.439712	1.9153	1.668946	0.09530997	-0.2292341	0.5708981	0.2463541	0.6812055	0.4669013	0.1238446	0.379078	0.9145925	0.928386	0.6829145	0.8770813
A_54_P2231 	 mghv-miR-M1-6 	1.30322	2.16093	1.186715	1.467065	2.139624	3.209771	1.568985	1.14061	0.7653231	2.267271	1.489166	1.744698	1.777988	2.260501	1.166828	2.048955	2.552114	2.20208	0.5252444	1.855743	1.406437	1.877044	1.501771	-0.02130011	-0.09533442	0.4493068	0.3752725	0.9513424	0.8943497	0.4437081	0.5452191	0.986231	0.9761747	0.955219	0.8997099
A_54_P4388 	 mmu-miR-139-5p 	6.295289	4.549411	5.80458	5.293214	4.7352	4.782223	5.721452	4.361694	4.83595	4.638873	5.50542	4.979186	5.995653	5.192004	5.183203	5.907748	5.730075	5.952457	5.491086	5.105498	5.093134	5.416272	5.813065	-0.3107747	-0.7199314	0.01236368	-0.396793	0.330014	0.1732146	0.9791574	0.1258303	0.7057362	0.928386	0.9942935	0.656358
A_54_P3299 	 mmu-miR-135a* 	3.407024	3.525454	3.084341	4.188309	4.382991	3.924222	4.725248	5.179349	2.682859	1.02409	4.376142	1.238793	0.739117	1.509626	2.481513	1.969776	2.110724	3.517117	3.459812	4.190371	2.263764	2.281096	2.572015	1.909275	-0.3082515	1.926607	-0.2909196	0.006467973	0.7971139	0.07656456	0.7945491	0.2154015	0.9673888	0.5794886	0.9628045
A_54_P1009 	 mmu-miR-27b 	7.882847	7.793606	7.911253	7.896527	7.135798	7.318607	7.851862	7.650119	7.037996	6.508195	8.057586	7.172761	7.430026	6.900195	6.861854	7.534972	7.139644	7.435896	7.284128	7.647052	7.152481	7.277835	7.38335	0.3692169	-0.2308688	0.4945712	-0.1055145	0.1249337	0.6302493	0.3499677	0.601612	0.52075	0.9558987	0.9316383	0.90756
A_54_P1421 	 mmu-miR-107 	7.123357	6.35695	7.492901	6.500828	5.927143	5.999795	6.570015	6.744592	6.976493	5.999033	6.362837	6.368931	7.008612	5.607865	5.695184	6.720114	6.245892	6.52295	5.950405	6.460383	6.822809	6.166804	6.493989	0.2935793	0.3288196	-0.3624257	-0.3271853	0.2402937	0.5752203	0.5023022	0.4147887	0.643484	0.9375173	0.9622266	0.8797167
A_54_P4420 	 mmu-miR-467a-1* 	3.015242	0.8489814	3.573022	0.5363676	0.4577727	3.38152	5.419089	5.050889	3.536634	0.8784437	0.4015852	0.1688122	2.197734	0.4860393	2.473325	1.746885	1.774205	2.921299	0.8993365	2.672837	2.6627	1.175142	2.006123	1.497696	0.6565767	0.01013764	-0.8309812	0.1262896	0.5774969	0.9935437	0.3078432	0.52075	0.9375173	0.9962568	0.8585158
A_54_P2743 	 mmu-miR-449a 	2.546187	0.9755356	2.432671	1.240735	0.9585934	1.399451	2.226182	0.6569512	1.24871	0.5955321	0.2076435	1.928104	1.591726	1.355898	0.4722799	2.031373	3.077389	1.441229	2.444475	1.429091	1.425638	1.512115	1.82581	-0.08302396	-0.4001722	0.003453048	-0.3136952	0.8745174	0.5628799	0.9957614	0.5771817	0.9741921	0.9375173	0.9962568	0.90756
A_54_P2030 	 mmu-miR-499 	1.712814	1.994301	1.380184	1.649599	2.841096	2.081288	0.9620466	1.257046	2.440161	1.296292	1.921974	1.014662	1.431387	2.671644	1.126112	1.929475	1.253158	1.914169	0.7472566	1.785456	1.705546	1.652837	1.364271	0.1326185	0.3412749	0.0799103	0.2885666	0.7102898	0.5326955	0.8636582	0.5327166	0.9190644	0.9317511	0.9829443	0.8974596
