"Probe set ID"	"GeneSymbol"	"1,1-DICHLOROETHENE_600ppm_1d"	"1,1-DICHLOROETHENE_600ppm_3d"	"1,1-DICHLOROETHENE_600ppm_5d"
"GE12437"	NA	-0.143413600000001	0.198708166666666	0.00750678205128175
"GE12438"	"Arv1"	0.0735146999999987	-0.268354916666667	0.307094807692307
"GE12439"	NA	-0.189209813333333	0.209836608333333	0.120502858974359
"GE12440"	"Wdr12"	0.725415400000001	-0.30629025	0.392442217948718
"GE12441"	"Mrps5"	0.160409599999999	0.16390975	0.124185717948716
"GE12444"	NA	0.0582098033333338	0.565426283333333	0.297092866666666
"GE12445"	NA	0.00629014333333355	0.919414433333333	-0.181868261538462
"GE12446"	NA	-1.37610055	-0.159995250000001	-0.564815102564102
"GE12447"	"Cyb5b"	-0.217703933333333	-0.459208458333334	-0.181268448717949
"GE12448"	"RGD1563812"	-0.39185915	0.302047499999999	-0.236584038461539
"GE12449"	"Hpgd"	-0.03507616	0.622784091666666	0.212033548717948
"GE12450"	"LOC684828"	-1.26876858333333	0.725785749999998	-0.381886064102563
"GE12451"	"Acer2"	-0.911054186666667	-0.316830991666667	-0.498323482051283
"GE12453"	"Dhdds"	1.23780174933333	0.174253383333335	-0.0280863846153849
"GE12454"	"Dock9"	1.04137299666667	-0.286186566666666	0.384724464102564
"GE12455"	NA	1.665528495	-0.0331261166666659	0.330610446153846
"GE12457"	"Psma3"	-0.0260251673333327	1.052110475	-0.0513081
"GE12458"	"Ptpn7"	0.680890766666667	-0.518277141666666	0.604400402564102
"GE12459"	"Acss2"	-0.0157977000000002	0.349042125	-0.245690846153845
"GE12460"	"LOC100910882"	-1.20461916666667	0.075654083333335	-0.36337976923077
"GE12461"	NA	-0.20442184	0.163300408333333	0.0510153717948718
"GE12463"	NA	0.196000283333333	0.173739916666666	0.25767946153846
"GE12464"	"Tmem185a"	0.460009733333335	0.25888675	0.25011785897436
"GE12465"	"Nip30"	0.0501708666666669	-0.094734316666667	0.0874299743589741
"GE12466"	NA	-0.947487046666667	-0.1644588	-0.352651353846153
"GE12467"	NA	1.68882381266667	0.7771041	0.472981482051282
"GE12468"	"Ppp2r4"	0.25682705	-0.119477999999999	0.580797717948718
"GE12469"	"Wdr26"	0.406059099999998	0.00105014166666706	0.183474807692306
"GE12470"	"Ahsa1"	0.1764945	-0.370718166666666	0.0890191153846143
"GE12471"	"Manbal"	0.525157533333333	-0.119035916666666	0.587774910256408
"GE12472"	"RGD1308147"	-0.230361433333332	-0.147685166666667	-0.425149858974359
"GE12473"	"Txndc15"	0.738084466666667	-0.125172583333335	0.205108346153846
"GE12474"	"Ube2v2"	-0.722888150000001	0.00517166666666746	-0.127644692307692
"GE12475"	"Mpv17l"	-0.998652400000001	-0.768777125000002	-3.45715086435898
"GE12476"	"RGD1305235"	2.01420750546667	0.334887074999999	-0.693252568974359
"GE12477"	"Usp7"	0.339804083333334	-0.252144333333334	0.241835179487179
"GE12478"	NA	-0.259849743333334	-0.117617575	-0.322454582051282
"GE12479"	NA	0.954955352	0.4890919875	0.701442807692307
"GE12480"	"Dennd1a"	0.353931556666667	0.486731683333333	0.310395674358974
"GE12481"	NA	-1.35309108666667	0.611690458333333	-0.767113448717948
"GE12482"	"Gnptg"	0.320135866666666	-0.155068374999999	0.247176012820512
"GE12483"	"Ehd4"	-0.575892113333333	0.66590415	0.0305914717948719
"GE12484"	"Cpsf6"	-0.933003149999999	-0.0292629833333322	-0.647107307692307
"GE12485"	"Usp28"	-1.3967685	0.267784799999999	0.151780107179487
"GE12486"	"Chp1"	-2.22905591666667	0.286132916666666	0.0590641399999985
"GE12487"	NA	0.228028220000001	-0.158421291666667	-0.0137991128205135
"GE12489"	"Krcc1"	-1.1873529	1.02398325833333	-0.532157230769231
"GE12490"	NA	0.444483596666666	-0.535469808333333	0.46040838974359
"GE12491"	NA	0.710436736666667	-0.537222008333333	0.763901394871795
"GE12492"	"Mterfd3"	0.63904233	0.183476008333334	0.193737784615385
"GE12493"	"Samd4b"	0.17174202	-0.126478875	0.672369995384615
"GE12494"	NA	-0.32762205	1.03484643333333	-0.856440641025641
"GE12495"	NA	-0.799403566666667	-0.614685083333333	-0.475759897435898
"GE12496"	"Dlgap1"	1.35035548933333	-0.366875908333333	0.581472838461538
"GE12497"	NA	-0.725401126666667	0.99024665	-0.245440443589743
"GE12498"	"Inpp5a"	0.439878760000001	0.165959174999999	0.135866105128205
"GE12499"	"Ttc33"	-0.226687900000001	0.815817358333333	0.0693392820512821
"GE12500"	NA	0.299914906366666	-1.48275113333333	-1.03348195128205
"GE12501"	NA	-0.330143243333334	0.566032575	-0.135379351282051
"GE12502"	"PCOLCE2"	1.48557606666667	-0.167690175	0.436165074358974
"GE12503"	"Tbl1xr1"	-0.853473973333333	0.168744500000001	-0.417132794871796
"GE12504"	NA	-0.717070716666665	-0.0779417500000008	-0.661878358974359
"GE12505"	"Plaa"	0.152251916666666	0.427406941666666	-0.234150333333332
"GE12506"	"Yrdc"	0.481559200000001	0.225388583333334	0.0745763461538456
"GE12508"	"Ddx6"	-0.931432933333333	-0.365106291666667	-0.420078025641027
"GE12509"	"Commd7"	1.75308072333333	0.534954291666667	0.601930482051284
"GE12511"	NA	0.0182906633333326	-0.259002141666667	-0.0923523128205126
"GE12512"	NA	-0.683765699999999	-0.157452666666666	-0.114345602564102
"GE12513"	"Slc30a9"	-0.62892375	0.570134450000001	-0.733618217948719
"GE12514"	"Pvrl2"	-0.0321613066666657	-0.55102175	0.0312207179487185
"GE12515"	"Tspan6"	-1.004362	1.33656676666667	-2.76075788871795
"GE12516"	NA	1.13720454666667	0.175944383333333	0.177970364102564
"GE12518"	"Extl2"	0.360520476666667	-0.233092333333333	0.0621114230769226
"GE12519"	"LOC100911841"	1.28199436666667	-0.386436124999999	0.753855610256409
"GE12522"	"Tab1"	0.815163783333333	-0.234447958333334	0.469018412820512
"GE12523"	"Ss18"	-0.2073553	0.290854749999999	-0.0656086410256407
"GE12524"	"Bysl"	0.620271400000002	-0.0687322083333335	0.193122066666668
"GE12525"	"Ptdss1"	0.00826383333333247	0.035525250000001	-0.152738256410256
"GE12526"	NA	0.735486206666667	0.327022841666667	0.965615543846154
"GE12527"	"Hmgn3"	-0.371275266666666	0.155945416666667	-0.246717769230768
"GE12528"	NA	1.112281	-0.00509585833333315	0.0337043820512815
"GE12529"	NA	-0.793857433333335	-0.598652333333332	-0.404516153846153
"GE12530"	"Pip5k1b"	-0.23884482	0.0770525166666665	-0.205753571794872
"GE12531"	"Bcas2"	-0.352613783333332	0.174637291666667	-0.168875999999999
"GE12532"	NA	0.607305350000001	-0.341906666666667	-0.00123820512820672
"GE12533"	"Agpat6"	0.569610233333334	-0.409816458333333	0.478289602564102
"GE12534"	NA	-0.950050413333334	0.0886728416666669	0.104858258974359
"GE12535"	"Ddx5"	-0.89521074	1.14041145	-0.164449935897435
"GE12536"	NA	1.59208432666667	0.0755267499999999	0.819017776923077
"GE12537"	NA	-0.33465934	-0.202031158333333	-0.315211984615384
"GE12538"	"Fam21c"	-0.217020499999999	0.331412616666666	-0.173417102564104
"GE12539"	"LOC100911562"	0.7051759	0.32054825	0.496234423076924
"GE12540"	"Adnp2"	-0.16916218	-0.285899466666667	-0.151572199999999
"GE12541"	NA	0.352128	0.235961249999999	0.144440564102563
"GE12542"	"Pet100"	0.945185799999999	0.0304995833333326	0.486628628205128
"GE12543"	"Lztr1"	0.28658873	-0.124421641666667	0.237301310256409
"GE12544"	"Vps36"	-0.149262183333333	0.0580489166666656	-0.0216872179487186
"GE12546"	"Mrps33"	0.302446616666668	0.123295541666666	0.162677064102564
"GE12547"	NA	-0.134510313333333	0.340002308333332	0.504442971794872
"GE12548"	"Adtrp"	-0.640804449999999	-0.0355284583333333	-0.406862858974359
"GE12549"	"Pcgf6"	-0.538453583333333	-8.53333333417083e-06	-0.528168030769231
"GE12550"	"Zhx1"	-0.994655073333334	0.0704635000000007	-0.642554176923077
"GE12551"	"LOC500300"	0.680630666666666	0.243254041666667	0.821613730769229
"GE12552"	"Mien1"	0.869879663333332	0.999334666666666	0.45045314102564
"GE12553"	NA	-0.177856856666667	-0.130402125	0.299313566666666
"GE12554"	"Psmd13"	0.505125116666667	-0.021226875	0.256291474358974
"GE12555"	"Slc2a9"	-0.345809306666666	0.964998858333333	0.0302344358974374
"GE12556"	"Epb4.1l5"	-0.00649113333333418	-0.0822310000000002	0.333696506153846
"GE12557"	NA	0.0429806133333344	0.109680541666668	-0.145600692307692
"GE12560"	NA	-1.06256747666667	-0.52917775	-0.0463724538461534
"GE12561"	"Papd4"	-0.329632466666666	-0.287224583333334	-0.161675628205128
"GE12562"	NA	-0.800479466666665	-0.297809916666667	-0.851502479487181
"GE12563"	NA	0.0528745166666669	-0.154022641666667	-0.3674051
"GE12564"	"LOC100909857"	0.81774309	0.0867095249999998	1.07281330769231
"GE12565"	"Nipal2"	-0.445428576666667	-0.152708808333334	0.0991876435897439
"GE12566"	NA	-0.454856183333334	0.753971583333334	-0.0748761025641027
"GE12567"	"LOC100910875"	1.15828472666667	-0.130656916666666	1.2402075025641
"GE12568"	"Zfp775"	-0.0236435666666672	-0.0404108166666672	0.46663567948718
"GE12569"	"Fam118a"	0.769440286666667	-0.075715025	0.445760674358975
"GE12570"	"Mcm5"	-0.111151063333334	1.53702714166667	-1.32319206666667
"GE12571"	NA	0.720444733333334	-0.422738833333334	1.41017776948718
"GE12572"	NA	-0.879792626666667	0.468214616666666	-0.540732012820513
"GE12573"	"Srd5a3"	0.304743800000001	-0.237507016666666	0.257807858974359
"GE12575"	NA	1.030365	1.13151466666667	0.571271079487179
"GE12576"	NA	-0.941529	0.280096641666666	-0.0756350102564105
"GE12577"	NA	-0.857808500000001	-0.260119833333333	-0.450670512820512
"GE12578"	NA	0.797586803333333	-0.324098875	0.100982423076923
"GE12579"	"Cox7b"	-0.150947833333333	0.596326916666666	0.169923089743591
"GE12581"	NA	0.360644336666667	0.693277716666667	-0.168116482051282
"GE12582"	NA	-0.457095723333333	0.282808883333333	-0.514025051282051
"GE12584"	NA	0.102710533333335	0.188775583333333	0.342081564102564
"GE12585"	"Ly86"	-0.313537116666666	-0.1670555	1.45973231846154
"GE12586"	"Zmym4"	0.4386214	0.483565666666667	0.177300523076924
"GE12587"	NA	-0.378851026666667	0.691529350000001	0.203807889743589
"GE12589"	"Metap1d"	1.11338	0.119933583333333	0.846867428205128
"GE12590"	"Lzts1"	0.376568642666666	-0.20841645	-0.0799436948717958
"GE12591"	"Pde6d"	0.441819893333333	0.0652099083333333	-0.106954010256409
"GE12592"	"LOC100911779"	-0.72901577	-0.250285616666666	-1.16299683333333
"GE12594"	"LOC365839"	0.359589096666667	-0.0980976249999994	0.264828846153845
"GE12595"	"Ankib1"	-0.785800349999999	-0.118228883333334	-0.568483820512821
"GE12596"	NA	0.0664419333333326	0.961896708333334	-0.272910276923077
"GE12597"	NA	0.367717666666667	-0.159158475	1.34133861641026
"GE12598"	NA	0.88138996	0.151165916666667	0.530051051282051
"GE12599"	NA	0.0877393900000003	-0.2917841	0.284439517948718
"GE12600"	"Nudt4"	0.57414545	2.40243907833333	2.98823098589743
"GE12601"	NA	0.0453792499999999	0.541301125	-0.0335899743589749
"GE12603"	"Ndufa8"	-0.097202750000001	0.0269438333333341	0.224197974358974
"GE12604"	NA	0.182502226666667	-0.8007882	0.521982102564102
"GE12605"	"Gpihbp1"	0.221585553333334	-0.260695583333334	0.371428248717948
"GE12606"	"Hiat1"	-0.0786888333333327	0.380363791666667	-0.501612871794872
"GE12607"	"LOC681282"	0.16150755	0.450493249999999	0.26562185897436
"GE12608"	"Tnfsf13"	1.53057312533333	1.36963356666667	-0.0158914179487191
"GE12609"	NA	-1.43519533333333	-0.467981833333333	-0.779922592307694
"GE12610"	"Tns3"	-1.11422734	0.165892866666667	-0.81864738974359
"GE12612"	"Oxnad1"	-1.05746357	0.796851983333334	-0.183848435897436
